year,study_title,outcome_measures,country,continents,data_analysis_method,definition_of_dyslipidemia_used,study_design,follow_up_duration,follow_up_duration_in_weeks,,exposure,method_for_assessing_adherence_(if_any),outcome_measures_2,data_analysis_method_2,"study_population_(size,_primary_vs_secondary_%,_other_characteristics)",findings,author,author_details,type_of_lipid-lowering_medication,cholesterol_marker,Goal,Goal_details,samplesize,numberofsors,prevalenceofsors,predictorofsors,effect_size_for_the_association_between_sors_and_cvd,limitations,confounding,confounding_/adjusted_variables
2002,"Effects of rosuvastatin and atorvastatin compared
  over 52 weeks of treatment in patients with
  hypercholesterolemia","proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.",Northern Europe,,"An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","fasting LDL-C level between
  160 and < 250 mg/dL (4.14 and < 6.5 mmol/L), fasting triglyceride levels</=400 mg/dL (</=4.5 mmol/L), and an EPAT
  score </=28.",RCT,12 weeks,12,,rosuvastatin and atorvastatin,NA,"proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.","An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","419 participants, >18 years, both sexes, primary prevention","For LDL-C, marked reductions from baseline were
  observed in all treatment groups by week 2, with the reduction in the rosuvastatin 10-mg group
  being greatest (46% vs 41% and 35% in the rosuvastatin 5-mg and atorvastatin 10-mg groups, respectively).Notably, most patients achieved their ATP-II LDL-C goal
  by week 2, with the proportion of patients in the
  high-risk category achieving target levels being much
  greater in the rosuvastatin groups (data not shown). At
  week 12, more patients in the rosuvastatin groupsthan in the atorvastatin group had achieved their goal,
  Rosuvastatin treatment was also associated with a
  greater proportion of patients being brought within
  European LDL-C guidelines at week 12. Overall, the
  European LDL-C goal of <116 mg/dL (< 3.0 mmol/L)
  for high-risk patients or patients with
  â€œotherâ€ risk was achieved in 101 of 135 patients
  (75%) in the rosuvastatin 5-mg group, 114 of 132
  (86%) in the rosuvastatin 10-mg group, and 77 of 139
  (55%) in the atorvastatin 10-mg group; among high-risk
  patients, the target level was achieved in 76 of 107
  (71%), 79 of 92 (86%), and 53 of 105 (51%), respectively.Among patients completing 52 weeks of treatment,
  all but 2 patients (98%) from the initial rosuvastatin
  10-mg group achieved their ATP-II LDL-C goal (Table
  III), with 97% of high-risk patients in this group
  achieving an LDL-C goal of  100 mg/dL, compared
  with 61% of high-risk patients receiving atorvastatin.",Olsson,"2002 (R10,III,M)",Rosuvastatin 10 mg,LDL,100 mg/dL  ,NCEP ATP III Medium risk  ,35,5,0.14,NA,NA,,,
2002,"Effects of rosuvastatin and atorvastatin compared
  over 52 weeks of treatment in patients with
  hypercholesterolemia","proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.",Northern Europe,,"An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","fasting LDL-C level between
  160 and < 250 mg/dL (4.14 and < 6.5 mmol/L), fasting triglyceride levels</=400 mg/dL (</=4.5 mmol/L), and an EPAT
  score </=28.",RCT,12 weeks,12,,rosuvastatin and atorvastatin,NA,"proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.","An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","420 participants, >18 years, both sexes, primary prevention","For LDL-C, marked reductions from baseline were
  observed in all treatment groups by week 2, with the reduction in the rosuvastatin 10-mg group
  being greatest (46% vs 41% and 35% in the rosuvastatin 5-mg and atorvastatin 10-mg groups, respectively).Notably, most patients achieved their ATP-II LDL-C goal
  by week 2, with the proportion of patients in the
  high-risk category achieving target levels being much
  greater in the rosuvastatin groups (data not shown). At
  week 12, more patients in the rosuvastatin groupsthan in the atorvastatin group had achieved their goal,
  Rosuvastatin treatment was also associated with a
  greater proportion of patients being brought within
  European LDL-C guidelines at week 12. Overall, the
  European LDL-C goal of <116 mg/dL (< 3.0 mmol/L)
  for high-risk patients or patients with
  â€œotherâ€ risk was achieved in 101 of 135 patients
  (75%) in the rosuvastatin 5-mg group, 114 of 132
  (86%) in the rosuvastatin 10-mg group, and 77 of 139
  (55%) in the atorvastatin 10-mg group; among high-risk
  patients, the target level was achieved in 76 of 107
  (71%), 79 of 92 (86%), and 53 of 105 (51%), respectively.Among patients completing 52 weeks of treatment,
  all but 2 patients (98%) from the initial rosuvastatin
  10-mg group achieved their ATP-II LDL-C goal (Table
  III), with 97% of high-risk patients in this group
  achieving an LDL-C goal of  100 mg/dL, compared
  with 61% of high-risk patients receiving atorvastatin.",Olsson,"2002 (A10,III,M)",Atorvastatin 10 mg,LDL,100 mg/dL  ,NCEP ATP III Medium risk  ,52,9,0.17,NA,NA,,,
2002,"Effects of rosuvastatin and atorvastatin compared
  over 52 weeks of treatment in patients with
  hypercholesterolemia","proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.",Northern Europe,,"An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","fasting LDL-C level between
  160 and < 250 mg/dL (4.14 and < 6.5 mmol/L), fasting triglyceride levels</=400 mg/dL (</=4.5 mmol/L), and an EPAT
  score </=28.",RCT,12 weeks,12,,rosuvastatin and atorvastatin,NA,"proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.","An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","421 participants, >18 years, both sexes, primary prevention","For LDL-C, marked reductions from baseline were
  observed in all treatment groups by week 2, with the reduction in the rosuvastatin 10-mg group
  being greatest (46% vs 41% and 35% in the rosuvastatin 5-mg and atorvastatin 10-mg groups, respectively).Notably, most patients achieved their ATP-II LDL-C goal
  by week 2, with the proportion of patients in the
  high-risk category achieving target levels being much
  greater in the rosuvastatin groups (data not shown). At
  week 12, more patients in the rosuvastatin groupsthan in the atorvastatin group had achieved their goal,
  Rosuvastatin treatment was also associated with a
  greater proportion of patients being brought within
  European LDL-C guidelines at week 12. Overall, the
  European LDL-C goal of <116 mg/dL (< 3.0 mmol/L)
  for high-risk patients or patients with
  â€œotherâ€ risk was achieved in 101 of 135 patients
  (75%) in the rosuvastatin 5-mg group, 114 of 132
  (86%) in the rosuvastatin 10-mg group, and 77 of 139
  (55%) in the atorvastatin 10-mg group; among high-risk
  patients, the target level was achieved in 76 of 107
  (71%), 79 of 92 (86%), and 53 of 105 (51%), respectively.Among patients completing 52 weeks of treatment,
  all but 2 patients (98%) from the initial rosuvastatin
  10-mg group achieved their ATP-II LDL-C goal (Table
  III), with 97% of high-risk patients in this group
  achieving an LDL-C goal of  100 mg/dL, compared
  with 61% of high-risk patients receiving atorvastatin.",Olsson,"2002 (R5,III,L)",Rosuvastatin 5mg,LDL,130 mg/dL  ,NCEP ATP III Low risk  ,56,0,0,NA,NA,,,
2002,"Effects of rosuvastatin and atorvastatin compared
  over 52 weeks of treatment in patients with
  hypercholesterolemia","proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.",Northern Europe,,"An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","fasting LDL-C level between
  160 and < 250 mg/dL (4.14 and < 6.5 mmol/L), fasting triglyceride levels</=400 mg/dL (</=4.5 mmol/L), and an EPAT
  score </=28.",RCT,12 weeks,12,,rosuvastatin and atorvastatin,NA,"proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.","An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","422 participants, >18 years, both sexes, primary prevention","For LDL-C, marked reductions from baseline were
  observed in all treatment groups by week 2, with the reduction in the rosuvastatin 10-mg group
  being greatest (46% vs 41% and 35% in the rosuvastatin 5-mg and atorvastatin 10-mg groups, respectively).Notably, most patients achieved their ATP-II LDL-C goal
  by week 2, with the proportion of patients in the
  high-risk category achieving target levels being much
  greater in the rosuvastatin groups (data not shown). At
  week 12, more patients in the rosuvastatin groupsthan in the atorvastatin group had achieved their goal,
  Rosuvastatin treatment was also associated with a
  greater proportion of patients being brought within
  European LDL-C guidelines at week 12. Overall, the
  European LDL-C goal of <116 mg/dL (< 3.0 mmol/L)
  for high-risk patients or patients with
  â€œotherâ€ risk was achieved in 101 of 135 patients
  (75%) in the rosuvastatin 5-mg group, 114 of 132
  (86%) in the rosuvastatin 10-mg group, and 77 of 139
  (55%) in the atorvastatin 10-mg group; among high-risk
  patients, the target level was achieved in 76 of 107
  (71%), 79 of 92 (86%), and 53 of 105 (51%), respectively.Among patients completing 52 weeks of treatment,
  all but 2 patients (98%) from the initial rosuvastatin
  10-mg group achieved their ATP-II LDL-C goal (Table
  III), with 97% of high-risk patients in this group
  achieving an LDL-C goal of  100 mg/dL, compared
  with 61% of high-risk patients receiving atorvastatin.",Olsson,"2002 (R10,III,L)",Rosuvastatin 10 mg,LDL,130 mg/dL  ,NCEP ATP III Low risk  ,49,0,0,NA,NA,,,
2002,"Effects of rosuvastatin and atorvastatin compared
  over 52 weeks of treatment in patients with
  hypercholesterolemia","proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.",Northern Europe,,"An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","fasting LDL-C level between
  160 and < 250 mg/dL (4.14 and < 6.5 mmol/L), fasting triglyceride levels</=400 mg/dL (</=4.5 mmol/L), and an EPAT
  score </=28.",RCT,12 weeks,12,,rosuvastatin and atorvastatin,NA,"proportions of patients meeting ATP-II
  and European LDL-C goals at 12 weeks and those meeting
  ATP-II LDL-C goals and at what dosage at 52 weeks.","An analysis of variance (ANOVA) model, including terms
  for treatment and center, was used to perform comparisons
  between treatment groups for changes from baseline (average of 3 pretreatment values) in lipid variables, with the last
  observation carried forward in the intention-to-treat population at week 12 and observed data at week 52. Pairwise t
  tests were performed separately for the comparison between
  the 10-mg dose of rosuvastatin and the 10-mg dose of atorvastatin, and also the 5-mg dose of rosuvastatin and the 10-mg
  dose of atorvastatin.","423 participants, >18 years, both sexes, primary prevention","For LDL-C, marked reductions from baseline were
  observed in all treatment groups by week 2, with the reduction in the rosuvastatin 10-mg group
  being greatest (46% vs 41% and 35% in the rosuvastatin 5-mg and atorvastatin 10-mg groups, respectively).Notably, most patients achieved their ATP-II LDL-C goal
  by week 2, with the proportion of patients in the
  high-risk category achieving target levels being much
  greater in the rosuvastatin groups (data not shown). At
  week 12, more patients in the rosuvastatin groupsthan in the atorvastatin group had achieved their goal,
  Rosuvastatin treatment was also associated with a
  greater proportion of patients being brought within
  European LDL-C guidelines at week 12. Overall, the
  European LDL-C goal of <116 mg/dL (< 3.0 mmol/L)
  for high-risk patients or patients with
  â€œotherâ€ risk was achieved in 101 of 135 patients
  (75%) in the rosuvastatin 5-mg group, 114 of 132
  (86%) in the rosuvastatin 10-mg group, and 77 of 139
  (55%) in the atorvastatin 10-mg group; among high-risk
  patients, the target level was achieved in 76 of 107
  (71%), 79 of 92 (86%), and 53 of 105 (51%), respectively.Among patients completing 52 weeks of treatment,
  all but 2 patients (98%) from the initial rosuvastatin
  10-mg group achieved their ATP-II LDL-C goal (Table
  III), with 97% of high-risk patients in this group
  achieving an LDL-C goal of  100 mg/dL, compared
  with 61% of high-risk patients receiving atorvastatin.",Olsson,"2002 (A10,III,L)",Atorvastatin 10 mg,LDL,130 mg/dL  ,NCEP ATP III Low risk  ,50,1,0.02,NA,NA,,,
2001,"A randomized, double-blind trial comparing the efficacy and safety of pitavastatin versus pravastatin in patients with primary hypercholesterolemia","LDL-C target level of <140 mg/dl, TC <220mg/dl",Japan,Asia,"The mean percent change from baseline of the efficacy parameters at the end of the study (week 12 or end) was compared between the pitavastatin and pravastatin treatment groups using two sample t-test.
  Repeated-measured analysis using generalized esti-mating equations (GEE) was performed to evaluate the effect of variables (age, sex, Fredrickson type, familial hypercholesterolemia, baseline value, week and drug).Non-inferiority test was one-tailed and other tests were two-tailed.",TC value >220 mg/dl and TG values<400 mg,RCT,6 months,26.07,,pitavastatin vs pravastatin,NA,"LDL-C target level of <140 mg/dl, TC <220mg/dl","The mean percent change from baseline of the efficacy parameters at the end of the study (week 12 or end) was compared between the pitavastatin and pravastatin treatment groups using two sample t-test.
  Repeated-measured analysis using generalized esti-mating equations (GEE) was performed to evaluate the effect of variables (age, sex, Fredrickson type, familial hypercholesterolemia, baseline value, week and drug).Non-inferiority test was one-tailed and other tests were two-tailed.","240 patents,both sexes, 20-75 years old, primary hyperlipidemia, 20% with familial hypercholestrolemia, primary prevention","At 12 weeks post-randomization, the pitavastatin group showed significantly lower LDL-C levels by âˆ’37.6% from baseline compared with âˆ’18.4% in the pravastatin group (P<0.05). Pitavastatin also significantly lowered total cholesterol (TC) by âˆ’28.2% compared with âˆ’14.0% of pravastatin (P<0.05). The LDL-C target level of <140 mg/dl was attained in 75% of the patients treated with pitavastatin, compared with 36% of those in the pravastatin group (P<0.05)..At the end of the study (week 12 or end), 72% (63â€“80%) of the patients in the pitavastatin group achieved the TC target of <220 mg/dl, while only 36% (27â€“46%) of those in the pravastatin group achieved. At the end of the study (week 12 or end), the pitavastatin-inducedmeanpercentreductionsfrom baseline in TC and LDL-C values (28.2 and 37.6%, respectively) were significantly greater compared with the pravastatin (14.0 and 18.4%, P<0.001 and 0.001, respectively). In the cases of a baseline TG level of >/=150 mg/dl, the mean percent reduction of TG in the pitavastatin group (23.3%) showed non-inferiority to that observed in the pravastatin group (20.2%) (P= 0.024).",Saito,2001,Different statins (pitavastatin and pravastatin),LDL,140 mg/dL  ,NA  ,225,97,0.432,NA,NA,NA,NA,
2001,"A randomized, double-blind trial comparing the efficacy and safety of pitavastatin versus pravastatin in patients with primary hypercholesterolemia","LDL-C target level of <140 mg/dl, TC <220mg/dl",Japan,Asia,"The mean percent change from baseline of the efficacy parameters at the end of the study (week 12 or end) was compared between the pitavastatin and pravastatin treatment groups using two sample t-test.
  Repeated-measured analysis using generalized esti-mating equations (GEE) was performed to evaluate the effect of variables (age, sex, Fredrickson type, familial hypercholesterolemia, baseline value, week and drug).Non-inferiority test was one-tailed and other tests were two-tailed.",TC value >220 mg/dl and TG values<400 mg,RCT,6 months,26.07,,pitavastatin vs pravastatin,NA,"LDL-C target level of <140 mg/dl, TC <220mg/dl","The mean percent change from baseline of the efficacy parameters at the end of the study (week 12 or end) was compared between the pitavastatin and pravastatin treatment groups using two sample t-test.
  Repeated-measured analysis using generalized esti-mating equations (GEE) was performed to evaluate the effect of variables (age, sex, Fredrickson type, familial hypercholesterolemia, baseline value, week and drug).Non-inferiority test was one-tailed and other tests were two-tailed.","241 patents,both sexes, 20-75 years old, primary hyperlipidemia, 20% with familial hypercholestrolemia, primary prevention","At 12 weeks post-randomization, the pitavastatin group showed significantly lower LDL-C levels by âˆ’37.6% from baseline compared with âˆ’18.4% in the pravastatin group (P<0.05). Pitavastatin also significantly lowered total cholesterol (TC) by âˆ’28.2% compared with âˆ’14.0% of pravastatin (P<0.05). The LDL-C target level of <140 mg/dl was attained in 75% of the patients treated with pitavastatin, compared with 36% of those in the pravastatin group (P<0.05)..At the end of the study (week 12 or end), 72% (63â€“80%) of the patients in the pitavastatin group achieved the TC target of <220 mg/dl, while only 36% (27â€“46%) of those in the pravastatin group achieved. At the end of the study (week 12 or end), the pitavastatin-inducedmeanpercentreductionsfrom baseline in TC and LDL-C values (28.2 and 37.6%, respectively) were significantly greater compared with the pravastatin (14.0 and 18.4%, P<0.001 and 0.001, respectively). In the cases of a baseline TG level of >/=150 mg/dl, the mean percent reduction of TG in the pitavastatin group (23.3%) showed non-inferiority to that observed in the pravastatin group (20.2%) (P= 0.024).",Saito,2001,Pitavastatin,LDL,140 mg/dL  ,NA  ,120,30,0.75,NA,NA,,,
2001,"A randomized, double-blind trial comparing the efficacy and safety of pitavastatin versus pravastatin in patients with primary hypercholesterolemia","LDL-C target level of <140 mg/dl, TC <220mg/dl",Japan,Asia,"The mean percent change from baseline of the efficacy parameters at the end of the study (week 12 or end) was compared between the pitavastatin and pravastatin treatment groups using two sample t-test.
  Repeated-measured analysis using generalized esti-mating equations (GEE) was performed to evaluate the effect of variables (age, sex, Fredrickson type, familial hypercholesterolemia, baseline value, week and drug).Non-inferiority test was one-tailed and other tests were two-tailed.",TC value >220 mg/dl and TG values<400 mg,RCT,6 months,26.07,,pitavastatin vs pravastatin,NA,"LDL-C target level of <140 mg/dl, TC <220mg/dl","The mean percent change from baseline of the efficacy parameters at the end of the study (week 12 or end) was compared between the pitavastatin and pravastatin treatment groups using two sample t-test.
  Repeated-measured analysis using generalized esti-mating equations (GEE) was performed to evaluate the effect of variables (age, sex, Fredrickson type, familial hypercholesterolemia, baseline value, week and drug).Non-inferiority test was one-tailed and other tests were two-tailed.","242 patents,both sexes, 20-75 years old, primary hyperlipidemia, 20% with familial hypercholestrolemia, primary prevention","At 12 weeks post-randomization, the pitavastatin group showed significantly lower LDL-C levels by âˆ’37.6% from baseline compared with âˆ’18.4% in the pravastatin group (P<0.05). Pitavastatin also significantly lowered total cholesterol (TC) by âˆ’28.2% compared with âˆ’14.0% of pravastatin (P<0.05). The LDL-C target level of <140 mg/dl was attained in 75% of the patients treated with pitavastatin, compared with 36% of those in the pravastatin group (P<0.05)..At the end of the study (week 12 or end), 72% (63â€“80%) of the patients in the pitavastatin group achieved the TC target of <220 mg/dl, while only 36% (27â€“46%) of those in the pravastatin group achieved. At the end of the study (week 12 or end), the pitavastatin-inducedmeanpercentreductionsfrom baseline in TC and LDL-C values (28.2 and 37.6%, respectively) were significantly greater compared with the pravastatin (14.0 and 18.4%, P<0.001 and 0.001, respectively). In the cases of a baseline TG level of >/=150 mg/dl, the mean percent reduction of TG in the pitavastatin group (23.3%) showed non-inferiority to that observed in the pravastatin group (20.2%) (P= 0.024).",Saito,2001,Pravastatin,LDL,140 mg/dL  ,NA  ,105,67,0.36,NA,NA,,,
2001,Efficacy of atorvastatin in achieving National Cholesterol Education Program low-density lipoprotein targets in women with severe dyslipidemia and cardiovascular disease or risk factors for cardiovascular disease: The Womenâ€™s Atorvastatin Trial on Cholesterol (WATCH),ATP II,Canada,North America,"The sample size was based on a 2-sided test of comparisons of proportions at the 5% level of significance. A sample size of 125 patients per strata for a total of 250 patients was calcu-lated to provide 80% power to detect a difference of 18%.between groups. The results presented are based on intent-to-treat data. Categorical outcome measures were analyzed with a Cochran-Mantel-Haenzel16analysis that stratified according to the presence of CVD or risk factors for CVD. The analysis of percent reduction from baseline was performed using an analysis of covariance17that included baseline lipid level as a covariate and center number. The Ï‡2test was used to test dis-crete variables, and the Student t test was used to test contin-uous variables.","The NCEP ATP II LDL-C criteria for eligibility were as follows: (1) women with a diagnosis of CVD: LDL-C â‰¥130 mg/dL (3.4 mmol/L) if not currently treated with hypolipidemic medication or LDL-C â‰¥100 mg/dL (2.6 mmol/L) if on hypolipidemic medica-tion; (2) women with â‰¥2 CVD risk factors: LDL-C â‰¥160 mg/dL (4.1 mmol/L) if not currently treated with hypolipidemic med-ication or LDL-C â‰¥130 mg/dL (3.4 mmol/L) if on hypolipidemic medication; (3) women with <2 CVD risk factors: LDL-C â‰¥190 mg/dL (4.9 mmol/L) if not currently treated with hypolipidemic medication or LDL-C â‰¥160 mg/dL (4.1 mmol/L) if on hypolipi-demic medication.presence or absence of mixed dyslipidemia with obesity, defined as LDL-C >130 mg/dL (3.4 mmol/L), triglycerides >200 mg/dL (2.3 mmol/L), body mass index (BMI) >26 kg/m2, and abdominal circumference >90 cm",Non-randomised trial,5 years,260.715,,atorvastatin,NA,ATP II,"The sample size was based on a 2-sided test of comparisons of proportions at the 5% level of significance. A sample size of 125 patients per strata for a total of 250 patients was calcu-lated to provide 80% power to detect a difference of 18%.between groups. The results presented are based on intent-to-treat data. Categorical outcome measures were analyzed with a Cochran-Mantel-Haenzel16analysis that stratified according to the presence of CVD or risk factors for CVD. The analysis of percent reduction from baseline was performed using an analysis of covariance17that included baseline lipid level as a covariate and center number. The Ï‡2test was used to test dis-crete variables, and the Student t test was used to test contin-uous variables.","318 Women participants, 18-75 years old, primary prevention","With rapid titration at 4-week intervals and, despite the presence of severe dyslipidemia, the majority of WATCH participants without CVD (63%) reached LDL-C targets with 10 mg of atorvastatin, 79% with up to 20 mg, and, with maximal titration up to 80 mg atorva-statin, 87% of women achieved LDL-C targets. Of women with established CVD and very elevated LDL-C concen-trations, 34% reached the LDL-C target of â‰¤100 mg/dL (â‰¤2.6 mmol/L) with 10 mg and 60% with up to 20 mg of atorvastatin, and with maximal titration up to 80 mg, 80% of women with CVD achieved the LDL-C target",McPherson,2001,Atorvastatin,LDL,160 mg/dL; 130 mg/dL  ,(if <2 risk factors); LDL-C (if ≥2 risk factors)  ,120,16,0.13,NA,NA,NA,NA,
2000,"Efficacy and Safety of Cerivastatin 0.8 mg in Patients with Hypercholesterolaemia:
 the Pivotal Placebo-controlled Clinical Trial","NCEP goal, A change from baseline in LDL-C between cerivastatin 0.8 mg versus placebo at week 8 was the primary efficacy variable",USA,North America,"Each statistical comparison between treatment arms was determined using least-square means from the analysis of variance (ANOVA) model with effects for drug and centre. The consistency of the ANOVA results was determined from the drugâ€“centre interaction model. Differences between treatment arms in categorical variables were determined using either the Mantelâ€“ Haenszel or Fisherâ€™s exact tests. All significance tests were two-sided with significance at the 0.05 level.Demographical and baseline character-istics were summarized for each treatment arm using contingency tables for categorical variables, and means and other descriptive statistics for continuous variables. The comparability in efficacy variables between treatment arms was tested using ANOVA or Ï‡2tests, as appropriate.",Mean LDL-C was to be â‰¥ 160 mg/dl for those without definite atherosclerotic disease and < 2 cardio-vascular risk factors or â‰¥ 130 mg/dl for those with definite atherosclerotic disease orâ‰¥ 2 cardiovascular risk factors,RCT,3.5-6.1 years,182.5005,,Cerivastatin,NA,"NCEP goal, A change from baseline in LDL-C between cerivastatin 0.8 mg versus placebo at week 8 was the primary efficacy variable","Each statistical comparison between treatment arms was determined using least-square means from the analysis of variance (ANOVA) model with effects for drug and centre. The consistency of the ANOVA results was determined from the drugâ€“centre interaction model. Differences between treatment arms in categorical variables were determined using either the Mantelâ€“ Haenszel or Fisherâ€™s exact tests. All significance tests were two-sided with significance at the 0.05 level.Demographical and baseline character-istics were summarized for each treatment arm using contingency tables for categorical variables, and means and other descriptive statistics for continuous variables. The comparability in efficacy variables between treatment arms was tested using ANOVA or Ï‡2tests, as appropriate.","1170 participants, both sexes, 18-75 years, primary prevention","In the total efficacy population, inclusive of all risk factor groups, cerivastatin 0.8 mg brought more patients to NCEP goal than cerivastatin 0.4 mg (83.8% versus 72.6%) (Fig. 3). A similar effect was observed in the efficacy-valid sub-group whose baseline LDL-C was greater than the levels at which the NCEP recommends initiation of lipid-lowering drug therapy (cerivastatin 0.8 mg [74.6%] versus 0.4-mg dose [57.8%]).
 In each of the three NCEP risk groups, a higher percentage of patients were successful in achieving NCEP goals following treatment with cerivastatin 0.8 mg as compared with cerivastatin 0.4 mg. In this regard, cerivastatin 0.8 mg and 0.4 mg brought 59.3% and 41.4%,respectively, of patients with CHD to target LDL-C level of â‰¤ 100 mg/dl. 
 As observed with lower cerivastatin doses,18 the LDL-lowering efficacy of cerivastatin 0.8 mg was greater in women than in men (45.1% and 41.0%, respectively). Efficacy was highest in females > 65 years of age, LDL-C reductions of 46.1% being exhibited.",Insull,2000,Cerivastatin 0.4 mg,LDL,160 mg/dL  ,Low Risk  ,89,16,0.1797,NA,NA,NA,NA,
